Shift LUT?,Intercept SE, Slope SE, Ex LUT Interpolation, Em LUT Interpolation,Ex LUT Split, Em LUT Split, Constant Diode, Start of Correction Region, 310 nm, 320 nm, 330 nm, 340 nm
False,minus,minus,linear,quadratic,odd,odd,False,370,0.430374798231,0.475700355504,0.607813591881,0.46564949911
False,minus,minus,linear,quadratic,odd,odd,True,370,0.414410093421,0.46951376101,0.609969674092,0.456045510151
False,minus,minus,linear,cubic,none,none,False,370,0.435309074754,0.475952617816,0.608410193971,0.468854777175
False,minus,minus,linear,cubic,none,none,True,370,0.419178230912,0.469784271217,0.61059739803,0.459207656824
False,minus,minus,linear,cubic,none,even,False,370,0.441755472513,0.476023092486,0.607780327328,0.47157322683
False,minus,minus,linear,cubic,none,even,True,370,0.425427026761,0.469876590838,0.610000195883,0.461893755186
False,minus,minus,linear,cubic,none,odd,False,370,0.430343830145,0.475958389937,0.607827934514,0.465800201348
False,minus,minus,linear,cubic,none,odd,True,370,0.414380038408,0.469768153101,0.609983743969,0.456192480596
False,minus,minus,linear,cubic,even,none,False,370,0.435309074754,0.475952617816,0.608410193971,0.468854777175
False,minus,minus,linear,cubic,even,none,True,370,0.419178230912,0.469784271217,0.61059739803,0.459207656824
False,minus,minus,linear,cubic,even,even,False,370,0.441755472513,0.476023092486,0.607780327328,0.47157322683
False,minus,minus,linear,cubic,even,even,True,370,0.425427026761,0.469876590838,0.610000195883,0.461893755186
False,minus,minus,linear,cubic,even,odd,False,370,0.430343830145,0.475958389937,0.607827934514,0.465800201348
False,minus,minus,linear,cubic,even,odd,True,370,0.414380038408,0.469768153101,0.609983743969,0.456192480596
False,minus,minus,linear,cubic,odd,none,False,370,0.435309074754,0.475952617816,0.608410193971,0.468854777175
False,minus,minus,linear,cubic,odd,none,True,370,0.419178230912,0.469784271217,0.61059739803,0.459207656824
False,minus,minus,linear,cubic,odd,even,False,370,0.441755472513,0.476023092486,0.607780327328,0.47157322683
False,minus,minus,linear,cubic,odd,even,True,370,0.425427026761,0.469876590838,0.610000195883,0.461893755186
False,minus,minus,linear,cubic,odd,odd,False,370,0.430343830145,0.475958389937,0.607827934514,0.465800201348
False,minus,minus,linear,cubic,odd,odd,True,370,0.414380038408,0.469768153101,0.609983743969,0.456192480596
False,minus,minus,slinear,linear,none,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,slinear,linear,none,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,slinear,linear,none,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,slinear,linear,none,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,slinear,linear,none,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,slinear,linear,none,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,slinear,linear,even,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,slinear,linear,even,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,slinear,linear,even,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,slinear,linear,even,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,slinear,linear,even,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,slinear,linear,even,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,slinear,linear,odd,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,slinear,linear,odd,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,slinear,linear,odd,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,slinear,linear,odd,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,slinear,linear,odd,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,slinear,linear,odd,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,slinear,slinear,none,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,slinear,slinear,none,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,slinear,slinear,none,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,slinear,slinear,none,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,slinear,slinear,none,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,slinear,slinear,none,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,slinear,slinear,even,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,slinear,slinear,even,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,slinear,slinear,even,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,slinear,slinear,even,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,slinear,slinear,even,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,slinear,slinear,even,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,slinear,slinear,odd,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,slinear,slinear,odd,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,slinear,slinear,odd,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,slinear,slinear,odd,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,slinear,slinear,odd,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,slinear,slinear,odd,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,slinear,quadratic,none,none,False,370,0.435388668048,0.475972456649,0.608355512446,0.468862911998
False,minus,minus,slinear,quadratic,none,none,True,370,0.419253610884,0.469803468636,0.610542369684,0.459215143188
False,minus,minus,slinear,quadratic,none,even,False,370,0.441714129122,0.476040240654,0.607668820237,0.471528556226
False,minus,minus,slinear,quadratic,none,even,True,370,0.425387853668,0.46989339951,0.609887836282,0.461849988977
False,minus,minus,slinear,quadratic,none,odd,False,370,0.430374798231,0.475700355504,0.607813591881,0.46564949911
False,minus,minus,slinear,quadratic,none,odd,True,370,0.414410093421,0.46951376101,0.609969674092,0.456045510151
False,minus,minus,slinear,quadratic,even,none,False,370,0.435388668048,0.475972456649,0.608355512446,0.468862911998
False,minus,minus,slinear,quadratic,even,none,True,370,0.419253610884,0.469803468636,0.610542369684,0.459215143188
False,minus,minus,slinear,quadratic,even,even,False,370,0.441714129122,0.476040240654,0.607668820237,0.471528556226
False,minus,minus,slinear,quadratic,even,even,True,370,0.425387853668,0.46989339951,0.609887836282,0.461849988977
False,minus,minus,slinear,quadratic,even,odd,False,370,0.430374798231,0.475700355504,0.607813591881,0.46564949911
False,minus,minus,slinear,quadratic,even,odd,True,370,0.414410093421,0.46951376101,0.609969674092,0.456045510151
False,minus,minus,slinear,quadratic,odd,none,False,370,0.435388668048,0.475972456649,0.608355512446,0.468862911998
False,minus,minus,slinear,quadratic,odd,none,True,370,0.419253610884,0.469803468636,0.610542369684,0.459215143188
False,minus,minus,slinear,quadratic,odd,even,False,370,0.441714129122,0.476040240654,0.607668820237,0.471528556226
False,minus,minus,slinear,quadratic,odd,even,True,370,0.425387853668,0.46989339951,0.609887836282,0.461849988977
False,minus,minus,slinear,quadratic,odd,odd,False,370,0.430374798231,0.475700355504,0.607813591881,0.46564949911
False,minus,minus,slinear,quadratic,odd,odd,True,370,0.414410093421,0.46951376101,0.609969674092,0.456045510151
False,minus,minus,slinear,cubic,none,none,False,370,0.435309074754,0.475952617816,0.608410193971,0.468854777175
False,minus,minus,slinear,cubic,none,none,True,370,0.419178230912,0.469784271217,0.61059739803,0.459207656824
False,minus,minus,slinear,cubic,none,even,False,370,0.441755472513,0.476023092486,0.607780327328,0.47157322683
False,minus,minus,slinear,cubic,none,even,True,370,0.425427026761,0.469876590838,0.610000195883,0.461893755186
False,minus,minus,slinear,cubic,none,odd,False,370,0.430343830145,0.475958389937,0.607827934514,0.465800201348
False,minus,minus,slinear,cubic,none,odd,True,370,0.414380038408,0.469768153101,0.609983743969,0.456192480596
False,minus,minus,slinear,cubic,even,none,False,370,0.435309074754,0.475952617816,0.608410193971,0.468854777175
False,minus,minus,slinear,cubic,even,none,True,370,0.419178230912,0.469784271217,0.61059739803,0.459207656824
False,minus,minus,slinear,cubic,even,even,False,370,0.441755472513,0.476023092486,0.607780327328,0.47157322683
False,minus,minus,slinear,cubic,even,even,True,370,0.425427026761,0.469876590838,0.610000195883,0.461893755186
False,minus,minus,slinear,cubic,even,odd,False,370,0.430343830145,0.475958389937,0.607827934514,0.465800201348
False,minus,minus,slinear,cubic,even,odd,True,370,0.414380038408,0.469768153101,0.609983743969,0.456192480596
False,minus,minus,slinear,cubic,odd,none,False,370,0.435309074754,0.475952617816,0.608410193971,0.468854777175
False,minus,minus,slinear,cubic,odd,none,True,370,0.419178230912,0.469784271217,0.61059739803,0.459207656824
False,minus,minus,slinear,cubic,odd,even,False,370,0.441755472513,0.476023092486,0.607780327328,0.47157322683
False,minus,minus,slinear,cubic,odd,even,True,370,0.425427026761,0.469876590838,0.610000195883,0.461893755186
False,minus,minus,slinear,cubic,odd,odd,False,370,0.430343830145,0.475958389937,0.607827934514,0.465800201348
False,minus,minus,slinear,cubic,odd,odd,True,370,0.414380038408,0.469768153101,0.609983743969,0.456192480596
False,minus,minus,quadratic,linear,none,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,quadratic,linear,none,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,quadratic,linear,none,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,quadratic,linear,none,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,quadratic,linear,none,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,quadratic,linear,none,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,quadratic,linear,even,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,quadratic,linear,even,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,quadratic,linear,even,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,quadratic,linear,even,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,quadratic,linear,even,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,quadratic,linear,even,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,quadratic,linear,odd,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,quadratic,linear,odd,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,quadratic,linear,odd,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,quadratic,linear,odd,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,quadratic,linear,odd,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,quadratic,linear,odd,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,quadratic,slinear,none,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,quadratic,slinear,none,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,quadratic,slinear,none,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,quadratic,slinear,none,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,quadratic,slinear,none,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,quadratic,slinear,none,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,quadratic,slinear,even,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,quadratic,slinear,even,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,quadratic,slinear,even,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,quadratic,slinear,even,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,quadratic,slinear,even,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,quadratic,slinear,even,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,quadratic,slinear,odd,none,False,370,0.43590268999,0.475361995418,0.607520242379,0.468614018354
False,minus,minus,quadratic,slinear,odd,none,True,370,0.41975062028,0.469198177694,0.609701015834,0.458968609525
False,minus,minus,quadratic,slinear,odd,even,False,370,0.442331408805,0.474163372239,0.605756605776,0.470914884734
False,minus,minus,quadratic,slinear,odd,even,True,370,0.425973744326,0.468027150053,0.607950453709,0.461234836343
False,minus,minus,quadratic,slinear,odd,odd,False,370,0.431768328188,0.472686611168,0.604679163257,0.464682724185
False,minus,minus,quadratic,slinear,odd,odd,True,370,0.415743247096,0.466523092801,0.606803417794,0.455085374421
False,minus,minus,quadratic,quadratic,none,none,False,370,0.435388668048,0.475972456649,0.608355512446,0.468862911998
False,minus,minus,quadratic,quadratic,none,none,True,370,0.419253610884,0.469803468636,0.610542369684,0.459215143188
False,minus,minus,quadratic,quadratic,none,even,False,370,0.441714129122,0.476040240654,0.607668820237,0.471528556226
False,minus,minus,quadratic,quadratic,none,even,True,370,0.425387853668,0.46989339951,0.609887836282,0.461849988977
False,minus,minus,quadratic,quadratic,none,odd,False,370,0.430374798231,0.475700355504,0.607813591881,0.46564949911
False,minus,minus,quadratic,quadratic,none,odd,True,370,0.414410093421,0.46951376101,0.609969674092,0.456045510151
False,minus,minus,quadratic,quadratic,even,none,False,370,0.435388668048,0.475972456649,0.608355512446,0.468862911998
False,minus,minus,quadratic,quadratic,even,none,True,370,0.419253610884,0.469803468636,0.610542369684,0.459215143188
False,minus,minus,quadratic,quadratic,even,even,False,370,0.441714129122,0.476040240654,0.607668820237,0.471528556226
False,minus,minus,quadratic,quadratic,even,even,True,370,0.425387853668,0.46989339951,0.609887836282,0.461849988977
